player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season,Equipo,unique_id,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
Rubén,13,es ESP,GK,33-157,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2017-2018,La Coruña ,Rubén_La Coruña _13,3.0,2.0,1.0,33.3,1.7,9.0,17.0,52.9,19.0,2.0,57.9,39.8,8.0,75.0,55.5,8.0,1.0,12.5,0.0,12.0
Kepa Arrizabalaga,1,es ESP,GK,23-054,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2017-2018,Athletic Club ,Kepa Arrizabalaga_Athletic Club _13,4.0,2.0,2.0,50.0,1.9,7.0,23.0,30.4,25.0,3.0,48.0,39.3,11.0,100.0,58.9,13.0,0.0,0.0,1.0,21.0
Gerónimo Rulli,1,ar ARG,GK,25-190,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2017-2018,Real Sociedad ,Gerónimo Rulli_Real Sociedad _13,7.0,2.0,5.0,71.4,2.9,2.0,4.0,50.0,15.0,0.0,26.7,32.9,2.0,0.0,24.5,5.0,0.0,0.0,2.0,19.0
Raúl Lizoain,1,es ESP,GK,26-303,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,13,2017-2018,Las Palmas ,Raúl Lizoain_Las Palmas _13,3.0,2.0,1.0,33.3,0.8,4.0,19.0,21.1,32.0,5.0,40.6,37.1,13.0,46.2,44.4,28.0,1.0,3.6,0.0,8.5
Mariano Barbosa,25,ar ARG,GK,33-122,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2017-2018,Villarreal ,Mariano Barbosa_Villarreal _13,4.0,3.0,1.0,50.0,1.8,2.0,8.0,25.0,23.0,6.0,17.4,29.2,9.0,44.4,41.3,10.0,0.0,0.0,1.0,15.3
Sergio Rico,1,es ESP,GK,24-086,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2017-2018,Sevilla ,Sergio Rico_Sevilla _13,4.0,2.0,2.0,50.0,2.1,0.0,10.0,0.0,21.0,3.0,19.0,27.0,9.0,66.7,51.1,13.0,0.0,0.0,0.0,10.8
Neto,13,br BRA,GK,28-130,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,13,2017-2018,Valencia ,Neto_Valencia _13,8.0,1.0,7.0,87.5,1.8,6.0,17.0,35.3,23.0,5.0,60.9,44.8,5.0,60.0,49.8,11.0,0.0,0.0,0.0,6.8
Marc-André ter Stegen,1,de GER,GK,25-210,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,13,2017-2018,Barcelona ,Marc-André ter Stegen_Barcelona _13,1.0,1.0,0.0,0.0,1.0,3.0,5.0,60.0,20.0,5.0,15.0,28.4,6.0,33.3,35.2,4.0,0.0,0.0,1.0,16.0
Pau López,1,es ESP,GK,22-349,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2017-2018,Espanyol ,Pau López_Espanyol _13,3.0,0.0,3.0,100.0,0.1,4.0,15.0,26.7,21.0,3.0,52.4,42.9,4.0,100.0,73.3,14.0,1.0,7.1,2.0,20.8
Vicente Guaita,13,es ESP,GK,30-321,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2017-2018,Getafe ,Vicente Guaita_Getafe _13,5.0,1.0,4.0,80.0,2.2,12.0,29.0,41.4,33.0,2.0,75.8,48.8,5.0,80.0,62.8,18.0,0.0,0.0,4.0,24.7
Roberto,1,es ESP,GK,31-294,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Málaga ,Roberto_Málaga _14,3.0,0.0,3.0,100.0,0.8,5.0,10.0,50.0,19.0,4.0,36.8,33.1,4.0,75.0,50.5,7.0,1.0,14.3,0.0,8.5
Oier Olazábal,13,es ESP,GK,28-078,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2017-2018,Levante ,Oier Olazábal_Levante _14,2.0,0.0,2.0,100.0,0.1,14.0,29.0,48.3,24.0,2.0,79.2,51.2,16.0,62.5,48.2,24.0,0.0,0.0,0.0,13.0
Marc-André ter Stegen,1,de GER,GK,25-216,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Barcelona ,Marc-André ter Stegen_Barcelona _14,5.0,2.0,3.0,60.0,2.9,4.0,9.0,44.4,28.0,2.0,21.4,28.1,4.0,75.0,45.0,4.0,1.0,25.0,0.0,11.0
Rubén Blanco,13,es ESP,GK,22-130,90,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Celta Vigo ,Rubén Blanco_Celta Vigo _14,7.0,2.0,5.0,71.4,2.1,5.0,26.0,19.2,30.0,6.0,60.0,41.4,11.0,72.7,49.0,12.0,1.0,8.3,0.0,9.8
Jan Oblak,13,si SVN,GK,24-329,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Atlético Madrid ,Jan Oblak_Atlético Madrid _14,2.0,1.0,1.0,100.0,1.1,6.0,10.0,60.0,10.0,2.0,30.0,34.4,9.0,77.8,48.8,11.0,0.0,0.0,0.0,
Gerónimo Rulli,1,ar ARG,GK,25-196,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2017-2018,Real Sociedad ,Gerónimo Rulli_Real Sociedad _14,10.0,2.0,8.0,80.0,3.9,8.0,24.0,33.3,39.0,4.0,46.2,39.2,10.0,60.0,50.8,18.0,0.0,0.0,0.0,10.7
David Soria,13,es ESP,GK,24-242,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,14,2017-2018,Sevilla ,David Soria_Sevilla _14,2.0,0.0,2.0,100.0,0.3,2.0,7.0,28.6,17.0,6.0,11.8,25.4,5.0,100.0,50.6,20.0,1.0,5.0,0.0,9.6
Rubén,13,es ESP,GK,33-163,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,14,2017-2018,La Coruña ,Rubén_La Coruña _14,6.0,2.0,4.0,66.7,1.2,5.0,17.0,29.4,31.0,7.0,41.9,36.1,5.0,80.0,51.6,11.0,1.0,9.1,0.0,4.0
Kepa Arrizabalaga,1,es ESP,GK,23-060,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Athletic Club ,Kepa Arrizabalaga_Athletic Club _14,4.0,0.0,4.0,100.0,0.6,14.0,28.0,50.0,28.0,4.0,64.3,47.6,12.0,83.3,61.5,25.0,1.0,4.0,0.0,6.0
Keylor Navas,1,cr CRC,GK,30-352,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Real Madrid ,Keylor Navas_Real Madrid _14,4.0,0.0,4.0,100.0,0.8,2.0,6.0,33.3,25.0,1.0,12.0,28.5,5.0,60.0,44.2,13.0,0.0,0.0,0.0,15.0
Iván Cuéllar,1,es ESP,GK,33-190,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,14,2017-2018,Leganés ,Iván Cuéllar_Leganés _14,4.0,1.0,3.0,75.0,1.0,6.0,22.0,27.3,21.0,2.0,71.4,47.4,9.0,77.8,55.4,14.0,2.0,14.3,3.0,18.8
Mariano Barbosa,25,ar ARG,GK,33-129,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Villarreal ,Mariano Barbosa_Villarreal _14,5.0,3.0,2.0,40.0,2.0,0.0,3.0,0.0,14.0,5.0,14.3,25.8,8.0,12.5,35.4,18.0,0.0,0.0,0.0,9.5
Vicente Guaita,13,es ESP,GK,30-327,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Getafe ,Vicente Guaita_Getafe _14,6.0,0.0,6.0,100.0,0.6,12.0,32.0,37.5,20.0,0.0,100.0,59.5,12.0,100.0,62.0,23.0,2.0,8.7,0.0,10.7
Neto,13,br BRA,GK,28-137,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Valencia ,Neto_Valencia _14,3.0,1.0,2.0,66.7,0.2,4.0,8.0,50.0,10.0,3.0,30.0,38.2,7.0,71.4,60.1,9.0,0.0,0.0,1.0,18.5
Marko Dmitrović,25,rs SRB,GK,25-313,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Eibar ,Marko Dmitrović_Eibar _14,4.0,1.0,4.0,75.0,0.8,12.0,32.0,37.5,31.0,2.0,83.9,60.0,6.0,100.0,80.2,9.0,2.0,22.2,0.0,10.0
Pau López,1,es ESP,GK,22-355,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Espanyol ,Pau López_Espanyol _14,5.0,3.0,2.0,60.0,2.1,4.0,17.0,23.5,20.0,5.0,45.0,44.3,9.0,88.9,62.6,16.0,0.0,0.0,0.0,
Raúl Lizoain,1,es ESP,GK,26-310,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Las Palmas ,Raúl Lizoain_Las Palmas _14,2.0,0.0,2.0,100.0,0.5,2.0,10.0,20.0,17.0,3.0,17.6,31.1,8.0,87.5,56.0,7.0,1.0,14.3,0.0,9.5
Antonio Adán,13,es ESP,GK,30-204,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,14,2017-2018,Betis ,Antonio Adán_Betis _14,7.0,1.0,6.0,85.7,2.0,4.0,13.0,30.8,36.0,3.0,27.8,31.2,7.0,42.9,41.1,10.0,0.0,0.0,0.0,6.8
Yassine Bounou,13,ma MAR,GK,26-243,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Girona ,Yassine Bounou_Girona _14,4.0,3.0,1.0,50.0,2.7,8.0,15.0,53.3,24.0,5.0,54.2,40.5,2.0,100.0,61.5,21.0,0.0,0.0,1.0,21.0
Fernando Pacheco,1,es ESP,GK,25-200,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2017-2018,Alavés ,Fernando Pacheco_Alavés _14,3.0,2.0,1.0,33.3,0.5,7.0,21.0,33.3,19.0,4.0,78.9,43.8,7.0,85.7,46.9,27.0,1.0,3.7,0.0,12.5
Fernando Pacheco,1,es ESP,GK,25-204,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Alavés ,Fernando Pacheco_Alavés _15,1.0,0.0,1.0,100.0,0.0,3.0,13.0,23.1,8.0,2.0,62.5,44.0,8.0,100.0,58.3,10.0,0.0,0.0,0.0,
Raúl Lizoain,1,es ESP,GK,26-315,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Las Palmas ,Raúl Lizoain_Las Palmas _15,9.0,2.0,7.0,77.8,2.9,5.0,12.0,41.7,27.0,7.0,25.9,27.6,11.0,45.5,35.0,18.0,0.0,0.0,1.0,35.0
Vicente Guaita,13,es ESP,GK,30-333,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Getafe ,Vicente Guaita_Getafe _15,1.0,0.0,1.0,100.0,0.3,12.0,30.0,40.0,23.0,1.0,78.3,49.6,12.0,100.0,66.8,16.0,1.0,6.3,3.0,18.3
Marko Dmitrović,25,rs SRB,GK,25-319,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Eibar ,Marko Dmitrović_Eibar _15,3.0,0.0,3.0,100.0,0.7,10.0,19.0,52.6,21.0,3.0,71.4,51.7,4.0,100.0,80.0,13.0,1.0,7.7,0.0,10.5
Keylor Navas,1,cr CRC,GK,30-359,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Real Madrid ,Keylor Navas_Real Madrid _15,3.0,0.0,3.0,100.0,0.3,2.0,7.0,28.6,28.0,6.0,14.3,27.5,8.0,37.5,42.1,5.0,0.0,0.0,2.0,22.7
Sergio Rico,1,es ESP,GK,24-099,90,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,15,2017-2018,Sevilla ,Sergio Rico_Sevilla _15,8.0,5.0,3.0,50.0,3.6,10.0,13.0,76.9,12.0,1.0,41.7,34.5,10.0,80.0,52.1,20.0,0.0,0.0,1.0,13.7
Rubén,13,es ESP,GK,33-170,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,La Coruña ,Rubén_La Coruña _15,0.0,0.0,0.0,,0.0,5.0,17.0,29.4,25.0,2.0,56.0,38.0,5.0,60.0,47.2,7.0,0.0,0.0,1.0,12.7
Iván Cuéllar,1,es ESP,GK,33-196,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2017-2018,Leganés ,Iván Cuéllar_Leganés _15,4.0,1.0,3.0,75.0,0.4,5.0,24.0,20.8,22.0,4.0,50.0,42.1,14.0,92.9,63.5,16.0,0.0,0.0,2.0,20.7
Neto,13,br BRA,GK,28-143,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Valencia ,Neto_Valencia _15,5.0,1.0,4.0,80.0,1.2,4.0,14.0,28.6,19.0,4.0,57.9,42.3,6.0,50.0,40.8,9.0,0.0,0.0,0.0,13.0
Rubén Blanco,13,es ESP,GK,22-137,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Celta Vigo ,Rubén Blanco_Celta Vigo _15,7.0,2.0,5.0,85.7,1.6,9.0,17.0,52.9,34.0,5.0,35.3,34.7,6.0,83.3,54.7,23.0,0.0,0.0,0.0,
Gerónimo Rulli,1,ar ARG,GK,25-204,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2017-2018,Real Sociedad ,Gerónimo Rulli_Real Sociedad _15,5.0,2.0,2.0,80.0,2.0,6.0,10.0,60.0,34.0,7.0,29.4,34.0,5.0,0.0,23.8,6.0,0.0,0.0,3.0,25.8
Roberto,1,es ESP,GK,31-303,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Málaga ,Roberto_Málaga _15,2.0,0.0,2.0,100.0,0.1,11.0,34.0,32.4,23.0,1.0,73.9,53.2,18.0,94.4,57.2,32.0,4.0,12.5,0.0,9.8
Antonio Adán,13,es ESP,GK,30-211,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Betis ,Antonio Adán_Betis _15,2.0,1.0,1.0,50.0,0.8,3.0,9.0,33.3,35.0,3.0,20.0,26.1,6.0,33.3,37.2,4.0,0.0,0.0,2.0,19.0
Jan Oblak,13,si SVN,GK,24-337,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Atlético Madrid ,Jan Oblak_Atlético Madrid _15,4.0,0.0,4.0,100.0,0.2,3.0,20.0,15.0,18.0,0.0,94.4,59.2,3.0,100.0,58.0,17.0,2.0,11.8,0.0,5.0
Oier Olazábal,13,es ESP,GK,28-087,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2017-2018,Levante ,Oier Olazábal_Levante _15,3.0,2.0,2.0,66.7,2.0,11.0,18.0,61.1,15.0,4.0,60.0,39.3,11.0,81.8,49.4,13.0,0.0,0.0,0.0,13.3
Kepa Arrizabalaga,1,es ESP,GK,23-068,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Athletic Club ,Kepa Arrizabalaga_Athletic Club _15,3.0,1.0,3.0,66.7,0.3,12.0,20.0,60.0,17.0,1.0,82.4,50.5,7.0,85.7,62.7,21.0,0.0,0.0,0.0,3.0
Sergio Asenjo,1,es ESP,GK,28-165,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,15,2017-2018,Villarreal ,Sergio Asenjo_Villarreal _15,6.0,2.0,4.0,66.7,3.0,3.0,12.0,25.0,23.0,9.0,34.8,34.6,9.0,44.4,47.1,6.0,0.0,0.0,1.0,16.0
Marc-André ter Stegen,1,de GER,GK,25-224,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2017-2018,Barcelona ,Marc-André ter Stegen_Barcelona _15,5.0,0.0,5.0,100.0,0.7,3.0,6.0,50.0,24.0,4.0,25.0,27.3,4.0,0.0,23.0,5.0,0.0,0.0,0.0,4.0
Pau López,1,es ESP,GK,22-363,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2017-2018,Espanyol ,Pau López_Espanyol _15,5.0,1.0,4.0,80.0,1.2,6.0,16.0,37.5,22.0,5.0,54.5,40.4,6.0,66.7,51.2,16.0,0.0,0.0,2.0,24.5
Yassine Bounou,13,ma MAR,GK,26-250,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2017-2018,Girona ,Yassine Bounou_Girona _15,3.0,0.0,3.0,100.0,0.5,12.0,38.0,31.6,35.0,1.0,91.4,54.1,6.0,100.0,60.7,26.0,2.0,7.7,1.0,11.3
Sergio Rico,1,es ESP,GK,24-105,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,2017-2018,Sevilla ,Sergio Rico_Sevilla _16,2.0,0.0,2.0,100.0,0.2,0.0,3.0,0.0,16.0,8.0,12.5,21.4,6.0,16.7,36.8,14.0,0.0,0.0,0.0,14.5
Oier Olazábal,13,es ESP,GK,28-092,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,2017-2018,Levante ,Oier Olazábal_Levante _16,6.0,0.0,6.0,100.0,2.0,12.0,31.0,38.7,26.0,1.0,76.9,50.1,11.0,100.0,60.2,17.0,1.0,5.9,0.0,5.5
Iago Herrerín,13,es ESP,GK,29-325,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,16,2017-2018,Athletic Club ,Iago Herrerín_Athletic Club _16,2.0,0.0,2.0,100.0,0.5,17.0,29.0,58.6,29.0,3.0,58.6,41.6,12.0,100.0,65.7,15.0,0.0,0.0,1.0,18.0
Gerónimo Rulli,1,ar ARG,GK,25-210,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,2017-2018,Real Sociedad ,Gerónimo Rulli_Real Sociedad _16,1.0,0.0,1.0,100.0,0.2,6.0,17.0,35.3,42.0,3.0,31.0,34.0,5.0,80.0,48.2,15.0,1.0,6.7,0.0,9.0
Marko Dmitrović,25,rs SRB,GK,25-326,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,16,2017-2018,Eibar ,Marko Dmitrović_Eibar _16,3.0,1.0,2.0,66.7,1.1,12.0,29.0,41.4,28.0,0.0,92.9,58.1,3.0,100.0,64.0,8.0,0.0,0.0,5.0,24.7
Neto,13,br BRA,GK,28-150,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,2017-2018,Valencia ,Neto_Valencia _16,3.0,2.0,1.0,33.3,0.7,8.0,25.0,32.0,13.0,2.0,69.2,45.7,16.0,100.0,62.0,28.0,0.0,0.0,0.0,9.0
Jan Oblak,13,si SVN,GK,24-343,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,2017-2018,Atlético Madrid ,Jan Oblak_Atlético Madrid _16,0.0,0.0,0.0,,0.0,6.0,17.0,35.3,26.0,5.0,50.0,40.4,4.0,100.0,60.3,10.0,0.0,0.0,0.0,18.0
Fernando Pacheco,1,es ESP,GK,25-212,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,16,2017-2018,Alavés ,Fernando Pacheco_Alavés _16,3.0,1.0,2.0,66.7,0.8,9.0,22.0,40.9,13.0,1.0,76.9,42.8,12.0,100.0,57.3,20.0,0.0,0.0,4.0,19.0
Yassine Bounou,13,ma MAR,GK,26-256,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,16,2017-2018,Girona ,Yassine Bounou_Girona _16,0.0,0.0,0.0,,0.0,12.0,34.0,35.3,27.0,0.0,92.6,56.4,10.0,90.0,59.4,16.0,1.0,6.3,0.0,3.7
Vicente Guaita,13,es ESP,GK,30-341,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,2017-2018,Getafe ,Vicente Guaita_Getafe _16,2.0,1.0,1.0,50.0,0.5,3.0,13.0,23.1,18.0,1.0,55.6,37.8,4.0,75.0,61.5,7.0,0.0,0.0,0.0,10.5
Rubén Blanco,13,es ESP,GK,22-145,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,16,2017-2018,Celta Vigo ,Rubén Blanco_Celta Vigo _16,5.0,1.0,4.0,80.0,1.6,5.0,16.0,31.3,37.0,3.0,37.8,34.9,3.0,66.7,49.3,6.0,0.0,0.0,0.0,8.0
Sergio Asenjo,1,es ESP,GK,28-172,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,2017-2018,Villarreal ,Sergio Asenjo_Villarreal _16,3.0,0.0,3.0,100.0,1.2,3.0,13.0,23.1,11.0,2.0,45.5,41.8,8.0,100.0,67.4,19.0,2.0,10.5,0.0,7.5
Raúl Lizoain,1,es ESP,GK,26-324,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,16,2017-2018,Las Palmas ,Raúl Lizoain_Las Palmas _16,3.0,2.0,1.0,33.3,1.4,1.0,3.0,33.3,21.0,8.0,9.5,25.1,7.0,14.3,31.4,8.0,4.0,50.0,0.0,7.9
Pau López,1,es ESP,GK,23-004,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,2017-2018,Espanyol ,Pau López_Espanyol _16,5.0,2.0,2.0,60.0,2.0,5.0,17.0,29.4,19.0,2.0,57.9,40.7,8.0,75.0,53.9,17.0,0.0,0.0,0.0,18.0
Marc-André ter Stegen,1,de GER,GK,25-231,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,2017-2018,Barcelona ,Marc-André ter Stegen_Barcelona _16,3.0,0.0,3.0,100.0,0.1,1.0,3.0,33.3,37.0,7.0,2.7,21.3,3.0,66.7,43.3,12.0,0.0,0.0,1.0,14.4
Rubén,13,es ESP,GK,33-178,90,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,16,2017-2018,La Coruña ,Rubén_La Coruña _16,11.0,4.0,6.0,63.6,5.1,6.0,12.0,50.0,17.0,7.0,29.4,34.7,8.0,87.5,59.9,7.0,0.0,0.0,0.0,11.5
Roberto,1,es ESP,GK,31-311,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,16,2017-2018,Málaga ,Roberto_Málaga _16,4.0,2.0,2.0,50.0,1.1,6.0,16.0,37.5,21.0,2.0,57.1,40.9,5.0,80.0,57.2,9.0,1.0,11.1,1.0,14.3
Antonio Adán,13,es ESP,GK,30-219,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,16,2017-2018,Betis ,Antonio Adán_Betis _16,2.0,0.0,2.0,100.0,0.0,4.0,16.0,25.0,31.0,6.0,29.0,32.3,11.0,63.6,46.5,21.0,0.0,0.0,2.0,21.5
Oier Olazábal,13,es ESP,GK,28-096,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,17,2017-2018,Levante ,Oier Olazábal_Levante _17,2.0,0.0,2.0,100.0,0.4,6.0,20.0,30.0,19.0,2.0,63.2,47.7,10.0,80.0,57.8,13.0,0.0,0.0,3.0,29.3
Iván Cuéllar,1,es ESP,GK,33-206,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,17,2017-2018,Leganés ,Iván Cuéllar_Leganés _17,3.0,0.0,3.0,100.0,0.8,12.0,29.0,41.4,29.0,3.0,72.4,47.3,8.0,100.0,67.0,31.0,3.0,9.7,1.0,11.0
