player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season,Equipo,unique_id,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
Agustín Marchesín,1,ar ARG,GK,34-227,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Celta Vigo ,Agustín Marchesín_Celta Vigo _12,5.0,3.0,2.0,40.0,1.3,4.0,17.0,23.5,17.0,3.0,52.9,41.9,12.0,66.7,55.8,26.0,2.0,7.7,1.0,14.7
Jeremías Ledesma,1,ar ARG,GK,29-258,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Cádiz ,Jeremías Ledesma_Cádiz _12,8.0,2.0,6.0,75.0,1.3,7.0,19.0,36.8,19.0,8.0,52.6,45.1,9.0,100.0,71.4,15.0,0.0,0.0,0.0,8.0
Jan Oblak,13,si SVN,GK,29-295,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Atlético Madrid ,Jan Oblak_Atlético Madrid _12,7.0,3.0,4.0,57.1,2.5,1.0,7.0,14.3,18.0,8.0,16.7,25.9,7.0,57.1,46.0,12.0,1.0,8.3,2.0,22.3
Marko Dmitrović,1,rs SRB,GK,30-278,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Sevilla ,Marko Dmitrović_Sevilla _12,5.0,1.0,4.0,80.0,0.9,3.0,10.0,30.0,29.0,3.0,27.6,32.1,6.0,33.3,38.5,9.0,2.0,22.2,2.0,15.8
Stole Dimitrievski,1,mk MKD,GK,28-308,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,12,2022-2023,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _12,4.0,0.0,4.0,100.0,0.6,10.0,27.0,37.0,27.0,4.0,70.4,48.6,8.0,100.0,65.3,23.0,0.0,0.0,0.0,
Giorgi Mamardashvili,25,ge GEO,GK,22-030,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Valencia ,Giorgi Mamardashvili_Valencia _12,2.0,1.0,1.0,50.0,1.3,4.0,12.0,33.3,30.0,4.0,33.3,31.2,5.0,40.0,36.6,15.0,0.0,0.0,0.0,9.3
Marc-André ter Stegen,1,de GER,GK,30-182,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Barcelona ,Marc-André ter Stegen_Barcelona _12,2.0,0.0,2.0,100.0,0.4,10.0,13.0,76.9,40.0,7.0,30.0,32.0,4.0,25.0,23.5,9.0,1.0,11.1,1.0,12.5
Aitor Fernández,25,es ESP,GK,31-180,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12,2022-2023,Osasuna ,Aitor Fernández_Osasuna _12,2.0,0.0,2.0,100.0,0.2,11.0,18.0,61.1,27.0,5.0,59.3,46.5,4.0,50.0,46.0,18.0,0.0,0.0,2.0,19.7
Jordi Masip,1,es ESP,GK,33-300,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12,2022-2023,Valladolid ,Jordi Masip_Valladolid _12,10.0,2.0,8.0,90.0,2.0,2.0,12.0,16.7,31.0,8.0,22.6,29.2,9.0,55.6,42.7,21.0,0.0,0.0,4.0,20.5
Thibaut Courtois,1,be BEL,GK,30-172,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Real Madrid ,Thibaut Courtois_Real Madrid _12,2.0,1.0,1.0,100.0,1.0,2.0,4.0,50.0,23.0,2.0,17.4,23.9,5.0,0.0,18.0,10.0,0.0,0.0,0.0,19.0
Paulo Gazzaniga,13,ar ARG,GK,30-301,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12,2022-2023,Girona ,Paulo Gazzaniga_Girona _12,6.0,1.0,5.0,83.3,3.3,4.0,15.0,26.7,34.0,7.0,29.4,30.4,10.0,50.0,46.6,13.0,2.0,15.4,0.0,9.3
Unai Simón,1,es ESP,GK,25-141,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Athletic Club ,Unai Simón_Athletic Club _12,3.0,0.0,3.0,100.0,0.5,10.0,14.0,71.4,21.0,4.0,42.9,35.5,5.0,100.0,67.6,7.0,0.0,0.0,0.0,
Gerónimo Rulli,13,ar ARG,GK,30-163,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,12,2022-2023,Villarreal ,Gerónimo Rulli_Villarreal _12,7.0,1.0,6.0,85.7,1.4,5.0,16.0,31.3,41.0,4.0,34.1,31.3,7.0,28.6,33.0,22.0,2.0,9.1,3.0,12.8
Álex Remiro,1,es ESP,GK,27-220,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Real Sociedad ,Álex Remiro_Real Sociedad _12,4.0,2.0,2.0,50.0,1.7,4.0,7.0,57.1,34.0,8.0,20.6,26.3,5.0,0.0,25.2,7.0,0.0,0.0,0.0,
Rui Silva,13,pt POR,GK,28-265,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Betis ,Rui Silva_Betis _12,7.0,0.0,7.0,100.0,0.9,7.0,21.0,33.3,25.0,5.0,52.0,43.5,12.0,66.7,47.2,14.0,1.0,7.1,0.0,9.5
Édgar Badía,13,es ESP,GK,30-261,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2022-2023,Elche ,Édgar Badía_Elche _12,3.0,1.0,2.0,66.7,1.1,2.0,4.0,50.0,23.0,7.0,8.7,29.3,4.0,50.0,47.0,11.0,0.0,0.0,0.0,4.0
David Soria,13,es ESP,GK,29-210,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,12,2022-2023,Getafe ,David Soria_Getafe _12,5.0,0.0,4.0,100.0,1.5,6.0,14.0,42.9,15.0,4.0,46.7,38.7,10.0,70.0,48.1,27.0,2.0,7.4,2.0,14.7
Paulo Gazzaniga,13,ar ARG,GK,30-306,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Girona ,Paulo Gazzaniga_Girona _13,7.0,1.0,6.0,85.7,2.2,8.0,19.0,42.1,23.0,7.0,60.9,45.4,7.0,71.4,57.7,18.0,1.0,5.6,2.0,17.3
Unai Simón,1,es ESP,GK,25-146,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Athletic Club ,Unai Simón_Athletic Club _13,10.0,2.0,8.0,80.0,1.4,1.0,7.0,14.3,23.0,11.0,8.7,28.0,5.0,100.0,63.4,20.0,1.0,5.0,0.0,10.0
David Soria,13,es ESP,GK,29-215,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Getafe ,David Soria_Getafe _13,4.0,0.0,4.0,100.0,0.6,9.0,23.0,39.1,17.0,4.0,64.7,44.5,16.0,75.0,54.1,11.0,0.0,0.0,1.0,21.5
Jeremías Ledesma,1,ar ARG,GK,29-265,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Cádiz ,Jeremías Ledesma_Cádiz _13,1.0,0.0,1.0,100.0,0.1,7.0,25.0,28.0,31.0,4.0,64.5,51.2,5.0,100.0,74.0,19.0,3.0,15.8,0.0,5.0
Jordi Masip,1,es ESP,GK,33-306,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Valladolid ,Jordi Masip_Valladolid _13,2.0,1.0,1.0,50.0,0.8,2.0,2.0,100.0,19.0,4.0,5.3,25.4,5.0,20.0,26.0,10.0,0.0,0.0,0.0,20.0
Édgar Badía,13,es ESP,GK,30-266,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2022-2023,Elche ,Édgar Badía_Elche _13,11.0,2.0,9.0,81.8,3.2,6.0,15.0,40.0,24.0,6.0,37.5,33.5,9.0,66.7,40.4,21.0,0.0,0.0,2.0,20.3
Agustín Marchesín,1,ar ARG,GK,34-234,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Celta Vigo ,Agustín Marchesín_Celta Vigo _13,4.0,2.0,2.0,50.0,0.9,2.0,7.0,28.6,22.0,1.0,18.2,28.7,10.0,30.0,37.1,13.0,0.0,0.0,2.0,17.6
Aitor Fernández,25,es ESP,GK,31-186,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2022-2023,Osasuna ,Aitor Fernández_Osasuna _13,5.0,1.0,4.0,80.0,1.0,10.0,23.0,43.5,24.0,5.0,58.3,45.5,10.0,90.0,54.1,13.0,0.0,0.0,1.0,17.0
Marc-André ter Stegen,1,de GER,GK,30-189,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Barcelona ,Marc-André ter Stegen_Barcelona _13,1.0,0.0,1.0,100.0,0.6,5.0,7.0,71.4,24.0,2.0,29.2,28.6,0.0,,,2.0,0.0,0.0,2.0,34.0
Fernando,13,es ESP,GK,32-148,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,13,2022-2023,Almería ,Fernando_Almería _13,12.0,2.0,10.0,83.3,3.7,6.0,20.0,30.0,37.0,10.0,43.2,36.6,9.0,44.4,36.8,18.0,1.0,5.6,2.0,17.3
Jan Oblak,13,si SVN,GK,29-303,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Atlético Madrid ,Jan Oblak_Atlético Madrid _13,2.0,1.0,1.0,50.0,0.9,2.0,4.0,50.0,12.0,3.0,25.0,28.8,5.0,20.0,27.6,7.0,0.0,0.0,0.0,13.0
Benjamin Lecomte,13,fr FRA,GK,31-194,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2022-2023,Espanyol ,Benjamin Lecomte_Espanyol _13,7.0,1.0,6.0,85.7,1.5,16.0,28.0,57.1,26.0,5.0,61.5,46.9,17.0,70.6,51.2,31.0,3.0,9.7,1.0,10.9
Álex Remiro,1,es ESP,GK,27-227,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2022-2023,Real Sociedad ,Álex Remiro_Real Sociedad _13,3.0,1.0,2.0,66.7,0.3,16.0,38.0,42.1,32.0,0.0,84.4,53.0,11.0,100.0,68.8,24.0,0.0,0.0,0.0,9.0
Giorgi Mamardashvili,25,ge GEO,GK,22-038,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,13,2022-2023,Valencia ,Giorgi Mamardashvili_Valencia _13,3.0,1.0,3.0,66.7,0.4,5.0,9.0,55.6,17.0,4.0,41.2,30.4,4.0,50.0,40.8,6.0,0.0,0.0,1.0,15.0
Gerónimo Rulli,13,ar ARG,GK,30-170,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Villarreal ,Gerónimo Rulli_Villarreal _13,5.0,2.0,3.0,60.0,1.5,1.0,1.0,100.0,20.0,7.0,5.0,23.4,2.0,0.0,24.5,6.0,0.0,0.0,2.0,26.0
Predrag Rajković,1,rs SRB,GK,27-006,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Mallorca ,Predrag Rajković_Mallorca _13,2.0,0.0,2.0,100.0,0.2,13.0,27.0,48.1,24.0,3.0,75.0,51.8,11.0,81.8,55.1,18.0,0.0,0.0,0.0,8.0
Claudio Bravo,1,cl CHI,GK,39-207,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Betis ,Claudio Bravo_Betis _13,5.0,1.0,4.0,80.0,0.6,8.0,29.0,27.6,22.0,2.0,77.3,46.2,12.0,100.0,65.0,22.0,0.0,0.0,0.0,9.5
Yassine Bounou,13,ma MAR,GK,31-215,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Sevilla ,Yassine Bounou_Sevilla _13,4.0,1.0,4.0,75.0,0.6,5.0,10.0,50.0,23.0,3.0,30.4,34.3,7.0,42.9,39.7,8.0,0.0,0.0,2.0,29.0
Stole Dimitrievski,1,mk MKD,GK,28-317,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _13,2.0,2.0,0.0,50.0,1.5,2.0,13.0,15.4,11.0,3.0,27.3,33.8,12.0,83.3,61.3,18.0,0.0,0.0,3.0,28.3
Thibaut Courtois,1,be BEL,GK,30-180,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2022-2023,Real Madrid ,Thibaut Courtois_Real Madrid _13,7.0,3.0,4.0,71.4,2.5,0.0,5.0,0.0,31.0,4.0,12.9,28.2,5.0,20.0,31.0,15.0,1.0,6.7,1.0,20.7
Édgar Badía,13,es ESP,GK,30-269,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2022-2023,Elche ,Édgar Badía_Elche _14,3.0,2.0,1.0,33.3,1.2,6.0,13.0,46.2,20.0,1.0,35.0,35.2,9.0,66.7,53.4,12.0,0.0,0.0,0.0,5.0
Paulo Gazzaniga,13,ar ARG,GK,30-310,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2022-2023,Girona ,Paulo Gazzaniga_Girona _14,2.0,1.0,1.0,50.0,1.0,1.0,12.0,8.3,29.0,5.0,20.7,32.5,8.0,75.0,57.0,15.0,2.0,13.3,4.0,18.8
Unai Simón,1,es ESP,GK,25-150,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2022-2023,Athletic Club ,Unai Simón_Athletic Club _14,0.0,0.0,0.0,,0.0,4.0,11.0,36.4,14.0,4.0,28.6,27.7,13.0,53.8,40.5,8.0,0.0,0.0,2.0,21.5
Jordi Masip,1,es ESP,GK,33-309,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2022-2023,Valladolid ,Jordi Masip_Valladolid _14,6.0,3.0,3.0,50.0,3.0,6.0,18.0,33.3,28.0,3.0,42.9,36.7,12.0,50.0,47.5,12.0,1.0,8.3,0.0,12.0
Aitor Fernández,25,es ESP,GK,31-189,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2022-2023,Osasuna ,Aitor Fernández_Osasuna _14,3.0,2.0,1.0,33.3,1.0,2.0,16.0,12.5,24.0,2.0,50.0,41.3,9.0,44.4,41.4,9.0,1.0,11.1,3.0,14.9
Marc-André ter Stegen,1,de GER,GK,30-192,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2022-2023,Barcelona ,Marc-André ter Stegen_Barcelona _14,3.0,1.0,2.0,66.7,0.5,3.0,20.0,15.0,35.0,6.0,34.3,33.2,12.0,66.7,52.3,19.0,2.0,10.5,0.0,8.3
Fernando,13,es ESP,GK,32-152,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,14,2022-2023,Almería ,Fernando_Almería _14,2.0,0.0,2.0,100.0,0.6,5.0,20.0,25.0,39.0,5.0,38.5,40.5,7.0,71.4,53.4,21.0,1.0,4.8,0.0,6.5
David Soria,13,es ESP,GK,29-219,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2022-2023,Getafe ,David Soria_Getafe _14,3.0,1.0,2.0,66.7,0.5,7.0,13.0,53.8,21.0,5.0,52.4,42.2,5.0,40.0,39.0,10.0,0.0,0.0,0.0,15.0
Yassine Bounou,13,ma MAR,GK,31-218,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2022-2023,Sevilla ,Yassine Bounou_Sevilla _14,9.0,2.0,7.0,77.8,3.0,1.0,19.0,5.3,36.0,2.0,38.9,38.4,7.0,71.4,55.9,8.0,2.0,25.0,3.0,20.6
Álex Remiro,1,es ESP,GK,27-230,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2022-2023,Real Sociedad ,Álex Remiro_Real Sociedad _14,3.0,1.0,2.0,66.7,0.5,2.0,10.0,20.0,21.0,5.0,38.1,36.1,7.0,28.6,35.3,13.0,0.0,0.0,0.0,4.0
Benjamin Lecomte,13,fr FRA,GK,31-197,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,14,2022-2023,Espanyol ,Benjamin Lecomte_Espanyol _14,3.0,1.0,3.0,66.7,0.4,1.0,5.0,20.0,14.0,2.0,7.1,28.8,9.0,44.4,43.0,7.0,0.0,0.0,1.0,16.3
Gerónimo Rulli,13,ar ARG,GK,30-173,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2022-2023,Villarreal ,Gerónimo Rulli_Villarreal _14,6.0,0.0,6.0,100.0,0.9,4.0,6.0,66.7,34.0,4.0,8.8,22.3,5.0,60.0,43.6,16.0,2.0,12.5,2.0,18.2
Predrag Rajković,1,rs SRB,GK,27-009,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2022-2023,Mallorca ,Predrag Rajković_Mallorca _14,5.0,0.0,5.0,100.0,0.9,16.0,31.0,51.6,26.0,1.0,80.8,50.1,11.0,90.9,60.6,25.0,2.0,8.0,0.0,3.0
Jan Oblak,13,si SVN,GK,29-306,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2022-2023,Atlético Madrid ,Jan Oblak_Atlético Madrid _14,3.0,1.0,2.0,66.7,1.2,2.0,5.0,40.0,20.0,4.0,10.0,23.5,4.0,75.0,45.3,6.0,0.0,0.0,2.0,20.3
Stole Dimitrievski,1,mk MKD,GK,28-320,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2022-2023,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _14,3.0,0.0,3.0,100.0,0.6,2.0,6.0,33.3,15.0,6.0,20.0,26.1,9.0,33.3,38.1,6.0,0.0,0.0,1.0,25.0
Agustín Marchesín,1,ar ARG,GK,34-239,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2022-2023,Celta Vigo ,Agustín Marchesín_Celta Vigo _14,3.0,0.0,3.0,100.0,0.7,6.0,17.0,35.3,29.0,6.0,48.3,37.9,9.0,33.3,30.8,21.0,1.0,4.8,3.0,17.4
Giorgi Mamardashvili,25,ge GEO,GK,22-042,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2022-2023,Valencia ,Giorgi Mamardashvili_Valencia _14,1.0,0.0,1.0,100.0,0.3,0.0,3.0,0.0,26.0,6.0,7.7,22.8,5.0,20.0,21.8,8.0,0.0,0.0,0.0,11.2
Rui Silva,13,pt POR,GK,28-276,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2022-2023,Betis ,Rui Silva_Betis _14,7.0,3.0,4.0,71.4,3.2,4.0,18.0,22.2,29.0,5.0,48.3,37.2,8.0,50.0,45.1,15.0,0.0,0.0,3.0,18.6
Thibaut Courtois,1,be BEL,GK,30-183,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,14,2022-2023,Real Madrid ,Thibaut Courtois_Real Madrid _14,5.0,1.0,4.0,80.0,1.0,6.0,10.0,60.0,29.0,6.0,27.6,29.8,4.0,50.0,38.3,8.0,1.0,12.5,2.0,15.4
Jeremías Ledesma,1,ar ARG,GK,29-270,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2022-2023,Cádiz ,Jeremías Ledesma_Cádiz _14,5.0,2.0,3.0,60.0,0.6,11.0,24.0,45.8,25.0,3.0,52.0,42.1,12.0,91.7,59.5,15.0,0.0,0.0,0.0,5.0
Paulo Gazzaniga,13,ar ARG,GK,30-361,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2022-2023,Girona ,Paulo Gazzaniga_Girona _15,4.0,2.0,2.0,50.0,1.2,6.0,10.0,60.0,29.0,3.0,27.6,33.3,7.0,28.6,33.7,7.0,0.0,0.0,4.0,25.8
Stole Dimitrievski,1,mk MKD,GK,29-004,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2022-2023,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _15,7.0,2.0,5.0,100.0,2.3,8.0,24.0,33.3,25.0,4.0,72.0,46.6,9.0,66.7,49.7,18.0,1.0,5.6,0.0,9.7
Rui Silva,13,pt POR,GK,28-325,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2022-2023,Betis ,Rui Silva_Betis _15,0.0,0.0,0.0,,0.0,4.0,19.0,21.1,45.0,4.0,35.6,32.9,10.0,30.0,31.3,16.0,2.0,12.5,1.0,11.8
Unai Simón,1,es ESP,GK,25-201,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2022-2023,Athletic Club ,Unai Simón_Athletic Club _15,5.0,0.0,5.0,100.0,1.0,3.0,9.0,33.3,16.0,4.0,25.0,35.1,6.0,83.3,62.5,7.0,0.0,0.0,0.0,
Jan Oblak,13,si SVN,GK,29-356,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2022-2023,Atlético Madrid ,Jan Oblak_Atlético Madrid _15,1.0,0.0,1.0,100.0,0.8,2.0,7.0,28.6,17.0,1.0,29.4,30.7,4.0,50.0,36.5,14.0,0.0,0.0,1.0,30.0
Édgar Badía,13,es ESP,GK,30-320,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2022-2023,Elche ,Édgar Badía_Elche _15,4.0,2.0,2.0,50.0,1.2,5.0,9.0,55.6,21.0,6.0,23.8,32.1,10.0,40.0,33.2,12.0,0.0,0.0,1.0,13.3
David Soria,13,es ESP,GK,29-270,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2022-2023,Getafe ,David Soria_Getafe _15,0.0,0.0,0.0,,0.0,5.0,13.0,38.5,15.0,2.0,46.7,34.5,7.0,85.7,50.3,8.0,0.0,0.0,1.0,18.5
Predrag Rajković,1,rs SRB,GK,27-060,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2022-2023,Mallorca ,Predrag Rajković_Mallorca _15,6.0,2.0,4.0,66.7,0.8,8.0,25.0,32.0,27.0,3.0,74.1,46.4,7.0,71.4,53.0,18.0,0.0,0.0,1.0,24.0
Jeremías Ledesma,1,ar ARG,GK,29-320,90,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,15,2022-2023,Cádiz ,Jeremías Ledesma_Cádiz _15,10.0,1.0,9.0,90.0,1.7,4.0,19.0,21.1,31.0,9.0,58.1,48.6,3.0,33.3,33.0,7.0,2.0,28.6,0.0,7.0
Fernando,13,es ESP,GK,32-203,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2022-2023,Almería ,Fernando_Almería _15,6.0,1.0,5.0,83.3,2.4,7.0,15.0,46.7,34.0,10.0,29.4,31.1,9.0,55.6,42.4,14.0,0.0,0.0,2.0,22.0
Agustín Marchesín,1,ar ARG,GK,34-289,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2022-2023,Celta Vigo ,Agustín Marchesín_Celta Vigo _15,5.0,1.0,4.0,80.0,0.6,5.0,10.0,50.0,21.0,5.0,28.6,30.7,10.0,40.0,33.7,21.0,0.0,0.0,1.0,23.0
Yassine Bounou,13,ma MAR,GK,31-269,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2022-2023,Sevilla ,Yassine Bounou_Sevilla _15,5.0,1.0,4.0,80.0,1.3,2.0,8.0,25.0,36.0,6.0,16.7,26.3,6.0,33.3,32.8,22.0,1.0,4.5,2.0,18.8
Jordi Masip,1,es ESP,GK,33-361,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2022-2023,Valladolid ,Jordi Masip_Valladolid _15,7.0,2.0,5.0,85.7,2.5,6.0,14.0,42.9,29.0,9.0,31.0,35.1,11.0,45.5,36.6,12.0,1.0,8.3,0.0,13.0
